Kind_of_Usage,Usage_ID,Date,regist_dt_ICT,start_dt_ICT,end_dt_ICT,Kind_of_status,Customer_ID,Vehicle name,Station_depart.,Station_dest.,Gender,Age,Occupation,How to know Ha:mo,???(??),???(??),Usage',Usage Fee',Used_Points',Revenue'
Customer,100432252,1/9/2019,13:47:36,13:59:42,14:05:49,end,CP#0RTD0,21,08 Witthaya Nives,19 Pharmaceutical Science  ,FeMale,35,Lecturer (CU),Website,1/7/2019,13/01/2019,1,20,0,20
Customer,100432254,1/9/2019,13:56:32,13:59:43,14:17:53,end,CP#0SMP2,25,11 BTS-National stadium ,03 Sala Prakeaw,Male,20,University student (CU),Facebook,1/7/2019,13/01/2019,1,24,-24,0
Customer,100432260,1/9/2019,14:02:57,14:04:43,14:11:23,end,CP#0T9K2,10,12 CU Terrace,22 Siam Square Soi 8,Male,37,Others,Others(อยู่หน้าคอนโดCuterrace),1/7/2019,13/01/2019,1,20,0,20
Customer,100432263,1/9/2019,14:13:39,14:15:26,14:24:05,end,CP#0T449,1,02 Economics,11 BTS-National stadium ,Male,18,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432266,1/9/2019,14:21:48,14:25:40,14:40:43,end,CP#0TD18,5,04 Engineering,04 Engineering,FeMale,20,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,-2,18
Customer,100432271,1/9/2019,14:23:40,14:25:08,14:38:29,end,CP#0TPZ8,16,02 Economics,22 Siam Square Soi 8,,,,,1/7/2019,13/01/2019,1,20,0,20
Customer,100432277,1/9/2019,14:32:52,14:34:49,14:40:46,end,CP#0T9K2,17,22 Siam Square Soi 8,12 CU Terrace,Male,37,Others,Others(อยู่หน้าคอนโดCuterrace),1/7/2019,13/01/2019,1,20,0,20
Customer,100432281,1/9/2019,14:41:33,14:41:58,14:50:26,end,CP#0TD18,5,04 Engineering,21 Wittayakit Building,FeMale,20,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432282,1/9/2019,14:46:23,14:46:47,15:14:00,end,CP#0QLQ8,14,07 Chamchuri 5,22 Siam Square Soi 8,Male,27,University student (CU),Website,1/7/2019,13/01/2019,1,44,0,44
Customer,100432295,1/9/2019,15:08:09,15:14:13,15:23:38,end,CP#0T2J9,13,18 Art and Culture  ,21 Wittayakit Building,FeMale,26,Others,Others(Booth),1/7/2019,13/01/2019,1,20,-20,0
Customer,100432311,1/9/2019,15:34:25,15:35:00,15:47:58,end,CP#0S9X2,25,03 Sala Prakeaw,22 Siam Square Soi 8,Male,20,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432313,1/9/2019,15:36:22,15:38:05,15:45:04,end,CP#0S3R8,6,02 Economics,06 Chamchuri 9,FeMale,20,University student (CU),Others(Booth),1/7/2019,13/01/2019,1,20,0,20
Customer,100432314,1/9/2019,15:37:23,15:38:53,15:58:24,end,CP#0TP91,11,04 Engineering,08 Witthaya Nives,,,,,1/7/2019,13/01/2019,1,28,0,28
Customer,100432315,1/9/2019,15:38:13,15:38:56,15:48:22,end,CP#0T7V4,20,07 Chamchuri 5,01 Exit to Cham square,FeMale,44,Lecturer (CU),Website,1/7/2019,13/01/2019,1,20,0,20
Customer,100432324,1/9/2019,15:54:36,15:56:29,16:03:05,end,CP#0RK90,10,04 Engineering,07 Chamchuri 5,FeMale,41,Others,Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432331,1/9/2019,16:03:50,16:04:41,16:09:23,end,CP#0S642,20,02 Economics,20 Veterinary Science,FeMale,18,University student (CU),Facebook,1/7/2019,13/01/2019,1,20,-1,19
Customer,100432341,1/9/2019,16:12:16,16:14:10,16:18:37,end,CP#0S6P2,4,21 Wittayakit Building,08 Witthaya Nives,Male,31,Others,Others(Booth),1/7/2019,13/01/2019,1,20,0,20
Customer,100432343,1/9/2019,16:16:31,16:19:04,16:33:44,end,CP#0T0N3,24,02 Economics,19 Pharmaceutical Science  ,Male,18,University student (CU),Others(Booth),1/7/2019,13/01/2019,1,20,-20,0
Customer,100432344,1/9/2019,16:18:04,16:21:02,16:32:44,end,CP#0TBH2,9,02 Economics,21 Wittayakit Building,FeMale,21,University student (CU),Others(งานออก booth),1/7/2019,13/01/2019,1,20,-20,0
Customer,100432352,1/9/2019,16:24:59,16:27:23,16:40:46,end,CP#0SRD0,2,16 Communication Arts,21 Wittayakit Building,FeMale,23,University student (CU),Facebook,1/7/2019,13/01/2019,1,20,-20,0
Customer,100432355,1/9/2019,16:26:24,16:27:37,16:36:15,end,CP#0PNH2,13,02 Economics,11 BTS-National stadium ,Male,22,University student (CU),Others(booth ประชาสัมพันธ์),1/7/2019,13/01/2019,1,20,0,20
Customer,100432358,1/9/2019,16:29:17,16:34:17,16:42:52,end,CP#0SG46,5,20 Veterinary Science,01 Exit to Cham square,FeMale,49,Lecturer (CU),Others(Walked pass the cars),1/7/2019,13/01/2019,1,20,0,20
Customer,100432370,1/9/2019,16:49:53,16:50:28,17:01:32,end,CP#0PM90,5,01 Exit to Cham square,12 CU Terrace,FeMale,53,Others,Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432373,1/9/2019,16:52:19,16:57:01,17:01:50,end,CP#0TP91,4,08 Witthaya Nives,13 Suan Luang square,,,,,1/7/2019,13/01/2019,1,20,0,20
Customer,100432377,1/9/2019,17:00:21,17:01:36,17:12:46,end,CP#0SLM0,21,11 BTS-National stadium ,14 I’m Park ,FeMale,22,Others,Others(Booth),1/7/2019,13/01/2019,1,20,-1,19
Customer,100432386,1/9/2019,17:06:58,17:08:57,17:17:44,end,CP#0PT97,25,04 Engineering,12 CU Terrace,Male,19,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432394,1/9/2019,17:16:38,17:19:28,17:34:39,end,CP#0RTH1,18,03 Sala Prakeaw,11 BTS-National stadium ,FeMale,32,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432408,1/9/2019,17:38:03,17:45:29,17:51:53,end,CP#0PYQ6,14,18 Art and Culture  ,22 Siam Square Soi 8,FeMale,24,Others,Facebook,1/7/2019,13/01/2019,1,20,0,20
Customer,100432410,1/9/2019,17:41:17,17:43:25,17:51:15,end,CP#0PL00,9,01 Exit to Cham square,07 Chamchuri 5,FeMale,32,Others,Website,1/7/2019,13/01/2019,1,20,-1,19
Customer,100432412,1/9/2019,17:44:08,17:46:37,18:07:28,end,CP#0TJC4,2,21 Wittayakit Building,13 Suan Luang square,FeMale,20,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,30,0,30
Customer,100432415,1/9/2019,17:47:48,17:48:41,17:55:22,end,CP#0PD12,12,02 Economics,06 Chamchuri 9,Male,20,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432419,1/9/2019,17:56:41,18:11:17,18:20:05,end,CP#0Q033,8,02 Economics,11 BTS-National stadium ,Male,34,Government officials,Website,1/7/2019,13/01/2019,1,20,0,20
Customer,100432431,1/9/2019,18:21:20,18:22:10,18:27:33,end,CP#0PCD2,17,08 Witthaya Nives,03 Sala Prakeaw,Male,21,University student (CU),Website,1/7/2019,13/01/2019,1,20,-1,19
Customer,100432433,1/9/2019,18:22:04,18:22:27,18:30:07,end,CP#0Q972,4,01 Exit to Cham square,21 Wittayakit Building,FeMale,23,University student (CU),Suggested by friend,1/7/2019,13/01/2019,1,20,0,20
Customer,100432435,1/9/2019,18:27:04,18:31:31,18:41:28,end,CP#0SNJ2,26,02 Economics,09 Chamchuri 10,Male,20,University student (CU),Facebook,1/7/2019,13/01/2019,1,20,0,20
